product,quantity_sold,dates
chocolate nutrition bites,597,3/7/2021
chocolate nutrition bites,897,3/8/2021
chocolate nutrition bites,344,3/12/2021
chocolate nutrition bites,255,3/12/2021
chocolate nutrition bites,892,3/12/2021
chocolate nutrition bites,688,3/13/2021
chocolate nutrition bites,60,3/13/2021
chocolate nutrition bites,822,3/13/2021
chocolate nutrition bites,628,3/14/2021
chocolate nutrition bites,858,3/14/2021
chocolate nutrition bites,325,3/21/2021
chocolate nutrition bites,748,3/22/2021
chocolate nutrition bites,579,3/23/2021
chocolate nutrition bites,179,3/23/2021
chocolate nutrition bites,731,3/26/2021
chocolate nutrition bites,217,3/30/2021
chocolate nutrition bites,71,4/1/2021
chocolate nutrition bites,943,4/1/2021
chocolate nutrition bites,452,4/3/2021
chocolate nutrition bites,607,4/4/2021
chocolate nutrition bites,859,4/6/2021
chocolate nutrition bites,469,4/8/2021
chocolate nutrition bites,678,4/10/2021
chocolate nutrition bites,713,4/12/2021
chocolate nutrition bites,440,4/14/2021
chocolate nutrition bites,84,4/16/2021
chocolate nutrition bites,200,4/17/2021
chocolate nutrition bites,996,4/18/2021
chocolate nutrition bites,312,4/19/2021
chocolate nutrition bites,862,4/21/2021
chocolate nutrition bites,855,4/22/2021
chocolate nutrition bites,590,4/22/2021
chocolate nutrition bites,759,4/23/2021
chocolate nutrition bites,296,4/26/2021
chocolate nutrition bites,830,4/28/2021
chocolate nutrition bites,745,5/4/2021
chocolate nutrition bites,401,5/6/2021
chocolate nutrition bites,743,5/8/2021
chocolate nutrition bites,660,5/8/2021
chocolate nutrition bites,923,5/11/2021
chocolate nutrition bites,969,5/12/2021
chocolate nutrition bites,662,5/13/2021
chocolate nutrition bites,801,5/15/2021
chocolate nutrition bites,280,5/15/2021
chocolate nutrition bites,383,5/16/2021
chocolate nutrition bites,693,5/17/2021
chocolate nutrition bites,158,5/19/2021
chocolate nutrition bites,772,5/20/2021
chocolate nutrition bites,575,5/24/2021
chocolate nutrition bites,198,5/25/2021
chocolate nutrition bites,520,5/28/2021
chocolate nutrition bites,113,5/28/2021
chocolate nutrition bites,422,5/30/2021
chocolate nutrition bites,120,6/2/2021
chocolate nutrition bites,844,6/2/2021
chocolate nutrition bites,545,6/5/2021
chocolate nutrition bites,427,6/9/2021
chocolate nutrition bites,796,6/10/2021
chocolate nutrition bites,335,6/11/2021
chocolate nutrition bites,268,6/12/2021
chocolate nutrition bites,615,6/12/2021
chocolate nutrition bites,877,6/15/2021
chocolate nutrition bites,303,6/16/2021
chocolate nutrition bites,321,6/18/2021
chocolate nutrition bites,727,6/18/2021
chocolate nutrition bites,757,6/22/2021
chocolate nutrition bites,673,6/25/2021
chocolate nutrition bites,690,6/27/2021
chocolate nutrition bites,954,6/27/2021
chocolate nutrition bites,465,7/1/2021
chocolate nutrition bites,997,7/4/2021
chocolate nutrition bites,917,7/4/2021
chocolate nutrition bites,444,7/7/2021
chocolate nutrition bites,910,7/9/2021
chocolate nutrition bites,334,7/13/2021
chocolate nutrition bites,555,7/15/2021
chocolate nutrition bites,57,7/16/2021
chocolate nutrition bites,898,7/20/2021
chocolate nutrition bites,784,7/21/2021
chocolate nutrition bites,184,7/21/2021
chocolate nutrition bites,306,7/22/2021
chocolate nutrition bites,37,7/22/2021
chocolate nutrition bites,339,7/22/2021
chocolate nutrition bites,400,7/26/2021
chocolate nutrition bites,325,7/30/2021
chocolate nutrition bites,289,7/30/2021
chocolate nutrition bites,362,7/31/2021
chocolate nutrition bites,13,8/2/2021
chocolate nutrition bites,162,8/4/2021
chocolate nutrition bites,475,8/5/2021
chocolate nutrition bites,138,8/7/2021
chocolate nutrition bites,725,8/8/2021
chocolate nutrition bites,367,8/9/2021
chocolate nutrition bites,197,8/10/2021
chocolate nutrition bites,899,8/13/2021
chocolate nutrition bites,190,8/14/2021
chocolate nutrition bites,351,8/15/2021
chocolate nutrition bites,215,8/18/2021
chocolate nutrition bites,618,8/21/2021
chocolate nutrition bites,384,8/22/2021
chocolate nutrition bites,960,8/25/2021
chocolate nutrition bites,203,8/26/2021
chocolate nutrition bites,656,8/26/2021
chocolate nutrition bites,481,8/27/2021
chocolate nutrition bites,167,8/29/2021
chocolate nutrition bites,940,8/29/2021
chocolate nutrition bites,133,8/30/2021
chocolate nutrition bites,745,9/6/2021
chocolate nutrition bites,324,9/9/2021
chocolate nutrition bites,203,9/9/2021
chocolate nutrition bites,898,9/10/2021
chocolate nutrition bites,569,9/10/2021
chocolate nutrition bites,712,9/14/2021
chocolate nutrition bites,921,9/14/2021
chocolate nutrition bites,825,9/14/2021
chocolate nutrition bites,900,9/15/2021
chocolate nutrition bites,96,9/15/2021
chocolate nutrition bites,878,9/17/2021
chocolate nutrition bites,123,9/22/2021
chocolate nutrition bites,485,9/22/2021
chocolate nutrition bites,142,9/24/2021
chocolate nutrition bites,863,9/29/2021
chocolate nutrition bites,908,9/29/2021
chocolate nutrition bites,790,10/1/2021
chocolate nutrition bites,42,10/1/2021
chocolate nutrition bites,692,10/2/2021
chocolate nutrition bites,78,10/2/2021
chocolate nutrition bites,414,10/5/2021
chocolate nutrition bites,339,10/6/2021
chocolate nutrition bites,938,10/14/2021
chocolate nutrition bites,171,10/15/2021
chocolate nutrition bites,84,10/17/2021
chocolate nutrition bites,801,10/20/2021
chocolate nutrition bites,720,10/20/2021
chocolate nutrition bites,681,10/20/2021
chocolate nutrition bites,592,10/25/2021
chocolate nutrition bites,267,10/27/2021
chocolate nutrition bites,463,10/27/2021
chocolate nutrition bites,674,10/27/2021
chocolate nutrition bites,626,10/28/2021
chocolate nutrition bites,792,10/30/2021
chocolate nutrition bites,345,11/1/2021
chocolate nutrition bites,850,11/2/2021
chocolate nutrition bites,163,11/2/2021
chocolate nutrition bites,829,11/2/2021
chocolate nutrition bites,183,11/3/2021
chocolate nutrition bites,726,11/4/2021
chocolate nutrition bites,111,11/5/2021
chocolate nutrition bites,969,11/8/2021
chocolate nutrition bites,244,11/10/2021
chocolate nutrition bites,854,11/18/2021
chocolate nutrition bites,826,11/21/2021
chocolate nutrition bites,57,11/21/2021
chocolate nutrition bites,602,11/22/2021
chocolate nutrition bites,126,11/23/2021
chocolate nutrition bites,646,11/27/2021
chocolate nutrition bites,537,11/28/2021
chocolate nutrition bites,565,11/30/2021
chocolate nutrition bites,425,12/1/2021
chocolate nutrition bites,6,12/2/2021
chocolate nutrition bites,586,12/4/2021
chocolate nutrition bites,101,12/5/2021
chocolate nutrition bites,514,12/6/2021
chocolate nutrition bites,187,12/17/2021
chocolate nutrition bites,629,12/17/2021
chocolate nutrition bites,233,12/20/2021
chocolate nutrition bites,124,12/21/2021
chocolate nutrition bites,610,12/23/2021
chocolate nutrition bites,765,12/23/2021
chocolate nutrition bites,721,12/23/2021
chocolate nutrition bites,85,12/25/2021
chocolate nutrition bites,339,12/29/2021
chocolate nutrition bites,164,12/29/2021
chocolate nutrition bites,366,12/30/2021
chocolate nutrition bites,502,12/31/2021
chocolate nutrition bites,845,1/5/2022
chocolate nutrition bites,453,1/6/2022
chocolate nutrition bites,773,1/14/2022
chocolate nutrition bites,718,1/15/2022
chocolate nutrition bites,994,1/16/2022
chocolate nutrition bites,525,1/20/2022
chocolate nutrition bites,815,1/27/2022
chocolate nutrition bites,26,1/28/2022
chocolate nutrition bites,286,2/1/2022
chocolate nutrition bites,330,2/7/2022
chocolate nutrition bites,166,2/12/2022
chocolate nutrition bites,51,2/12/2022
chocolate nutrition bites,414,2/14/2022
chocolate nutrition bites,789,2/17/2022
chocolate nutrition bites,390,2/18/2022
chocolate nutrition bites,535,2/20/2022
chocolate nutrition bites,135,2/23/2022
chocolate nutrition bites,358,2/27/2022
chocolate nutrition bites,62,2/27/2022
chocolate nutrition bites,922,3/1/2022
chocolate nutrition bites,868,3/1/2022
chocolate nutrition bites,97,3/2/2022
chocolate nutrition bites,219,3/3/2022
chocolate nutrition bites,802,3/3/2022
chocolate nutrition bites,184,3/4/2022
chocolate nutrition bites,917,3/8/2022
chocolate nutrition bites,878,3/9/2022
chocolate nutrition bites,622,3/11/2022
chocolate nutrition bites,332,3/12/2022
chocolate nutrition bites,895,3/15/2022
chocolate nutrition bites,187,3/16/2022
chocolate nutrition bites,46,3/16/2022
chocolate nutrition bites,395,3/20/2022
chocolate nutrition bites,147,3/22/2022
chocolate nutrition bites,37,3/31/2022
chocolate nutrition bites,857,4/9/2022
chocolate nutrition bites,66,4/13/2022
chocolate nutrition bites,995,4/14/2022
chocolate nutrition bites,399,4/22/2022
chocolate nutrition bites,943,4/22/2022
chocolate nutrition bites,493,4/22/2022
chocolate nutrition bites,596,4/23/2022
chocolate nutrition bites,823,4/23/2022
chocolate nutrition bites,821,4/24/2022
chocolate nutrition bites,902,4/25/2022
chocolate nutrition bites,576,4/26/2022
chocolate nutrition bites,170,4/27/2022
chocolate nutrition bites,614,4/27/2022
chocolate nutrition bites,894,5/1/2022
chocolate nutrition bites,517,5/1/2022
chocolate nutrition bites,90,5/3/2022
chocolate nutrition bites,578,5/7/2022
chocolate nutrition bites,201,5/9/2022
chocolate nutrition bites,891,5/9/2022
chocolate nutrition bites,991,5/9/2022
chocolate nutrition bites,50,5/9/2022
chocolate nutrition bites,143,5/14/2022
chocolate nutrition bites,855,5/16/2022
chocolate nutrition bites,910,5/16/2022
chocolate nutrition bites,474,5/19/2022
chocolate nutrition bites,42,5/21/2022
chocolate nutrition bites,704,5/22/2022
chocolate nutrition bites,729,5/23/2022
chocolate nutrition bites,50,5/23/2022
chocolate nutrition bites,343,5/25/2022
chocolate nutrition bites,590,5/26/2022
chocolate nutrition bites,253,5/28/2022
chocolate nutrition bites,285,5/31/2022
chocolate nutrition bites,132,5/31/2022
chocolate nutrition bites,704,6/1/2022
chocolate nutrition bites,317,6/1/2022
chocolate nutrition bites,991,6/3/2022
chocolate nutrition bites,980,6/4/2022
chocolate nutrition bites,135,6/8/2022
chocolate nutrition bites,130,6/9/2022
chocolate nutrition bites,343,6/12/2022
chocolate nutrition bites,201,6/16/2022
chocolate nutrition bites,445,6/17/2022
chocolate nutrition bites,397,6/23/2022
chocolate nutrition bites,620,6/24/2022
chocolate nutrition bites,806,6/25/2022
chocolate nutrition bites,313,6/26/2022
chocolate nutrition bites,17,6/29/2022
chocolate nutrition bites,985,6/30/2022
chocolate nutrition bites,578,7/4/2022
chocolate nutrition bites,612,7/10/2022
chocolate nutrition bites,247,7/11/2022
chocolate nutrition bites,432,7/12/2022
chocolate nutrition bites,937,7/13/2022
chocolate nutrition bites,214,7/13/2022
chocolate nutrition bites,427,7/18/2022
chocolate nutrition bites,323,7/20/2022
chocolate nutrition bites,267,7/22/2022
chocolate nutrition bites,771,7/23/2022
chocolate nutrition bites,112,7/26/2022
chocolate nutrition bites,565,7/26/2022
chocolate nutrition bites,991,7/27/2022
chocolate nutrition bites,908,7/27/2022
chocolate nutrition bites,63,8/1/2022
chocolate nutrition bites,620,8/4/2022
chocolate nutrition bites,539,8/5/2022
chocolate nutrition bites,428,8/5/2022
chocolate nutrition bites,435,8/7/2022
chocolate nutrition bites,43,8/14/2022
chocolate nutrition bites,466,8/15/2022
chocolate nutrition bites,957,8/16/2022
chocolate nutrition bites,324,8/17/2022
chocolate nutrition bites,346,8/17/2022
chocolate nutrition bites,368,8/19/2022
chocolate nutrition bites,966,8/20/2022
chocolate nutrition bites,333,8/23/2022
chocolate nutrition bites,208,8/25/2022
chocolate nutrition bites,232,8/26/2022
chocolate nutrition bites,821,8/27/2022
chocolate nutrition bites,50,8/27/2022
chocolate nutrition bites,867,8/29/2022
chocolate nutrition bites,155,8/29/2022
chocolate nutrition bites,577,9/4/2022
chocolate nutrition bites,494,9/4/2022
chocolate nutrition bites,531,9/5/2022
chocolate nutrition bites,521,9/6/2022
chocolate nutrition bites,189,9/8/2022
chocolate nutrition bites,267,9/10/2022
chocolate nutrition bites,73,9/12/2022
chocolate nutrition bites,45,9/12/2022
chocolate nutrition bites,47,9/12/2022
chocolate nutrition bites,423,9/13/2022
chocolate nutrition bites,536,9/16/2022
chocolate nutrition bites,45,9/17/2022
chocolate nutrition bites,756,9/18/2022
chocolate nutrition bites,109,9/19/2022
chocolate nutrition bites,689,9/23/2022
chocolate nutrition bites,630,9/23/2022
chocolate nutrition bites,716,9/25/2022
chocolate nutrition bites,51,9/25/2022
chocolate nutrition bites,767,9/25/2022
chocolate nutrition bites,256,9/27/2022
chocolate nutrition bites,202,9/27/2022
chocolate nutrition bites,655,9/28/2022
chocolate nutrition bites,615,10/1/2022
chocolate nutrition bites,802,10/3/2022
chocolate nutrition bites,858,10/3/2022
chocolate nutrition bites,145,10/4/2022
chocolate nutrition bites,449,10/5/2022
chocolate nutrition bites,108,10/7/2022
chocolate nutrition bites,374,10/12/2022
chocolate nutrition bites,85,10/14/2022
chocolate nutrition bites,610,10/16/2022
chocolate nutrition bites,507,10/21/2022
chocolate nutrition bites,776,10/21/2022
chocolate nutrition bites,673,10/23/2022
chocolate nutrition bites,905,10/25/2022
chocolate nutrition bites,638,10/26/2022
chocolate nutrition bites,513,10/28/2022
chocolate nutrition bites,941,11/1/2022
chocolate nutrition bites,95,11/1/2022
chocolate nutrition bites,176,11/2/2022
chocolate nutrition bites,660,11/2/2022
chocolate nutrition bites,950,11/2/2022
chocolate nutrition bites,60,11/4/2022
chocolate nutrition bites,771,11/5/2022
chocolate nutrition bites,806,11/6/2022
chocolate nutrition bites,722,11/8/2022
chocolate nutrition bites,813,11/8/2022
chocolate nutrition bites,259,11/9/2022
chocolate nutrition bites,364,11/14/2022
chocolate nutrition bites,423,11/17/2022
chocolate nutrition bites,474,11/17/2022
chocolate nutrition bites,967,11/18/2022
chocolate nutrition bites,373,11/23/2022
chocolate nutrition bites,685,11/23/2022
chocolate nutrition bites,405,11/25/2022
chocolate nutrition bites,904,11/26/2022
chocolate nutrition bites,94,11/27/2022
chocolate nutrition bites,226,11/29/2022
chocolate nutrition bites,525,11/29/2022
chocolate nutrition bites,311,12/1/2022
chocolate nutrition bites,713,12/1/2022
chocolate nutrition bites,608,12/4/2022
chocolate nutrition bites,433,12/10/2022
chocolate nutrition bites,487,12/11/2022
chocolate nutrition bites,951,12/12/2022
chocolate nutrition bites,782,12/13/2022
chocolate nutrition bites,45,12/14/2022
chocolate nutrition bites,898,12/16/2022
chocolate nutrition bites,849,12/17/2022
chocolate nutrition bites,851,12/20/2022
chocolate nutrition bites,623,12/20/2022
chocolate nutrition bites,329,12/25/2022
chocolate nutrition bites,390,12/27/2022
chocolate nutrition bites,706,12/28/2022
chocolate nutrition bites,625,1/1/2023
chocolate nutrition bites,660,1/1/2023
chocolate nutrition bites,373,1/2/2023
chocolate nutrition bites,597,1/8/2023
chocolate nutrition bites,249,1/16/2023
chocolate nutrition bites,32,1/16/2023
chocolate nutrition bites,275,1/17/2023
chocolate nutrition bites,38,1/18/2023
chocolate nutrition bites,474,1/18/2023
chocolate nutrition bites,222,1/20/2023
chocolate nutrition bites,84,1/21/2023
chocolate nutrition bites,455,1/22/2023
chocolate nutrition bites,419,1/23/2023
chocolate nutrition bites,991,1/24/2023
chocolate nutrition bites,451,1/26/2023
chocolate nutrition bites,6,1/29/2023
chocolate nutrition bites,81,1/30/2023
chocolate nutrition bites,188,1/30/2023
chocolate nutrition bites,6,2/1/2023
chocolate nutrition bites,770,2/1/2023
chocolate nutrition bites,990,2/4/2023
chocolate nutrition bites,515,2/6/2023
chocolate nutrition bites,333,2/8/2023
chocolate nutrition bites,253,2/8/2023
chocolate nutrition bites,752,2/8/2023
chocolate nutrition bites,517,2/8/2023
chocolate nutrition bites,565,2/13/2023
chocolate nutrition bites,24,2/13/2023
chocolate nutrition bites,907,2/14/2023
chocolate nutrition bites,751,2/15/2023
chocolate nutrition bites,17,2/15/2023
chocolate nutrition bites,270,2/19/2023
chocolate nutrition bites,898,2/19/2023
chocolate nutrition bites,739,2/20/2023
chocolate nutrition bites,830,2/21/2023
chocolate nutrition bites,354,2/21/2023
chocolate nutrition bites,825,2/23/2023
chocolate nutrition bites,651,2/26/2023
chocolate nutrition bites,383,3/6/2023
chocolate nutrition bites,532,3/10/2023
chocolate nutrition bites,568,3/10/2023
chocolate nutrition bites,767,3/10/2023
chocolate nutrition bites,187,3/12/2023
chocolate nutrition bites,593,3/16/2023
chocolate nutrition bites,448,3/17/2023
chocolate nutrition bites,605,3/17/2023
chocolate nutrition bites,808,3/21/2023
chocolate nutrition bites,186,3/23/2023
chocolate nutrition bites,332,3/24/2023
chocolate nutrition bites,647,3/24/2023
chocolate nutrition bites,841,3/28/2023
chocolate nutrition bites,279,3/29/2023
chocolate nutrition bites,357,3/30/2023
chocolate nutrition bites,608,3/31/2023
chocolate nutrition bites,419,3/31/2023
chocolate nutrition bites,835,4/3/2023
chocolate nutrition bites,347,4/3/2023
chocolate nutrition bites,419,4/3/2023
chocolate nutrition bites,55,4/4/2023
chocolate nutrition bites,349,4/5/2023
chocolate nutrition bites,45,4/8/2023
chocolate nutrition bites,197,4/11/2023
chocolate nutrition bites,535,4/12/2023
chocolate nutrition bites,842,4/13/2023
chocolate nutrition bites,248,4/13/2023
chocolate nutrition bites,571,4/15/2023
chocolate nutrition bites,721,4/15/2023
chocolate nutrition bites,477,4/16/2023
chocolate nutrition bites,561,4/17/2023
chocolate nutrition bites,963,4/21/2023
chocolate nutrition bites,863,4/22/2023
chocolate nutrition bites,537,4/23/2023
chocolate nutrition bites,306,4/23/2023
chocolate nutrition bites,225,4/25/2023
chocolate nutrition bites,261,4/30/2023
chocolate nutrition bites,150,4/30/2023
chocolate nutrition bites,27,5/2/2023
chocolate nutrition bites,482,5/4/2023
chocolate nutrition bites,864,5/9/2023
chocolate nutrition bites,310,5/10/2023
chocolate nutrition bites,252,5/11/2023
chocolate nutrition bites,481,5/16/2023
chocolate nutrition bites,266,5/17/2023
chocolate nutrition bites,166,5/20/2023
chocolate nutrition bites,57,5/29/2023
chocolate nutrition bites,317,5/29/2023
chocolate nutrition bites,725,5/30/2023
chocolate nutrition bites,326,6/1/2023
chocolate nutrition bites,774,6/2/2023
chocolate nutrition bites,381,6/3/2023
chocolate nutrition bites,414,6/6/2023
chocolate nutrition bites,92,6/7/2023
chocolate nutrition bites,875,6/8/2023
chocolate nutrition bites,630,6/9/2023
chocolate nutrition bites,940,6/10/2023
chocolate nutrition bites,927,6/11/2023
chocolate nutrition bites,820,6/16/2023
chocolate nutrition bites,530,6/22/2023
chocolate nutrition bites,209,6/23/2023
chocolate nutrition bites,355,6/24/2023
chocolate nutrition bites,245,6/24/2023
chocolate nutrition bites,868,6/25/2023
chocolate nutrition bites,769,6/26/2023
chocolate nutrition bites,284,7/2/2023
chocolate nutrition bites,757,7/2/2023
chocolate nutrition bites,279,7/3/2023
chocolate nutrition bites,593,7/7/2023
chocolate nutrition bites,267,7/7/2023
chocolate nutrition bites,4,7/10/2023
chocolate nutrition bites,349,7/10/2023
chocolate nutrition bites,564,7/14/2023
chocolate nutrition bites,239,7/16/2023
chocolate nutrition bites,667,7/16/2023
chocolate nutrition bites,61,7/17/2023
chocolate nutrition bites,740,7/18/2023
chocolate nutrition bites,703,7/20/2023
chocolate nutrition bites,634,7/22/2023
chocolate nutrition bites,11,7/24/2023
chocolate nutrition bites,536,7/27/2023
chocolate nutrition bites,389,7/28/2023
chocolate nutrition bites,966,7/29/2023
chocolate nutrition bites,766,7/30/2023
chocolate nutrition bites,292,8/2/2023
chocolate nutrition bites,286,8/6/2023
chocolate nutrition bites,761,8/9/2023
chocolate nutrition bites,276,8/9/2023
chocolate nutrition bites,69,8/12/2023
chocolate nutrition bites,263,8/12/2023
chocolate nutrition bites,775,8/13/2023
chocolate nutrition bites,460,8/14/2023
chocolate nutrition bites,945,8/14/2023
chocolate nutrition bites,975,8/16/2023
chocolate nutrition bites,313,8/16/2023
chocolate nutrition bites,339,8/17/2023
chocolate nutrition bites,825,8/18/2023
chocolate nutrition bites,853,8/21/2023
chocolate nutrition bites,544,8/28/2023
chocolate nutrition bites,245,8/30/2023
chocolate nutrition bites,654,9/1/2023
chocolate nutrition bites,959,9/3/2023
chocolate nutrition bites,31,9/4/2023
chocolate nutrition bites,119,9/4/2023
chocolate nutrition bites,442,9/10/2023
chocolate nutrition bites,339,9/12/2023
